"P.DATA","CanalDensCat","CanalDensWs","ElevCat","ElevWs","PctOw2019Cat","PctUrbOp2019Cat","PctUrbLo2019Cat","PctUrbMd2019Cat","PctUrbHi2019Cat","PctBl2019Cat","PctDecid2019Cat","PctConif2019Cat","PctMxFst2019Cat","PctShrb2019Cat","PctGrs2019Cat","PctHay2019Cat","PctCrop2019Cat","PctWdWet2019Cat","PctHbWet2019Cat","PctOw2019Ws","PctUrbOp2019Ws","PctUrbLo2019Ws","PctUrbMd2019Ws","PctUrbHi2019Ws","PctBl2019Ws","PctDecid2019Ws","PctConif2019Ws","PctMxFst2019Ws","PctShrb2019Ws","PctGrs2019Ws","PctHay2019Ws","PctCrop2019Ws","PctWdWet2019Ws","PctHbWet2019Ws","PctOw2019CatRp100","PctUrbOp2019CatRp100","PctUrbLo2019CatRp100","PctUrbMd2019CatRp100","PctUrbHi2019CatRp100","PctBl2019CatRp100","PctDecid2019CatRp100","PctConif2019CatRp100","PctMxFst2019CatRp100","PctShrb2019CatRp100","PctGrs2019CatRp100","PctHay2019CatRp100","PctCrop2019CatRp100","PctWdWet2019CatRp100","PctHbWet2019CatRp100","PctOw2019WsRp100","PctUrbOp2019WsRp100","PctUrbLo2019WsRp100","PctUrbMd2019WsRp100","PctUrbHi2019WsRp100","PctBl2019WsRp100","PctDecid2019WsRp100","PctConif2019WsRp100","PctMxFst2019WsRp100","PctShrb2019WsRp100","PctGrs2019WsRp100","PctHay2019WsRp100","PctCrop2019WsRp100","PctWdWet2019WsRp100","PctHbWet2019WsRp100","PctAg2006Slp10Cat","PctAg2006Slp10Ws","PctAg2006Slp20Cat","PctAg2006Slp20Ws","PctImp2006Cat","PctImp2006Ws","PctImp2008Cat","PctImp2008Ws","PctImp2011Cat","PctImp2011Ws","PctImp2001Cat","PctImp2001Ws","PctImp2013Cat","PctImp2013Ws","PctImp2019Cat","PctImp2019Ws","PctImp2016Cat","PctImp2016Ws","PctImp2004Cat","PctImp2004Ws","PctImp2008CatRp100","PctImp2008WsRp100","PctImp2019CatRp100","PctImp2019WsRp100","PctImp2006CatRp100","PctImp2006WsRp100","PctImp2011CatRp100","PctImp2011WsRp100","PctImp2001CatRp100","PctImp2001WsRp100","PctImp2004CatRp100","PctImp2004WsRp100","PctImp2013CatRp100","PctImp2013WsRp100","PctImp2016CatRp100","PctImp2016WsRp100","WtDepCat","WtDepWs","OmCat","OmWs","PermCat","PermWs","RckDepCat","RckDepWs","ClayCat","ClayWs","SandCat","SandWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","DamDensWs","DamNIDStorWs","DamNrmStorWs","SuperfundDensCat","SuperfundDensWs","NPDESDensCat","NPDESDensWs","TRIDensCat","TRIDensWs","NPDESDensWsRp100","SuperfundDensWsRp100","TRIDensWsRp100","MineDensCat","MineDensWs","MineDensWsRp100","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctAlluvCoastCat","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctAlluvCoastWs","PctWaterWs","RdDensCat","RdDensWs","RdDensCatRp100","RdDensWsRp100","RdCrsCat","RdCrsSlpWtdCat","RdCrsWs","RdCrsSlpWtdWs","RunoffCat","RunoffWs","Pestic97Cat","Pestic97Ws","BFICat","BFIWs","SN_2008Cat","SN_2008Ws","NO3_2008Cat","NO3_2008Ws","InorgNWetDep_2008Cat","InorgNWetDep_2008Ws","NH4_2008Cat","NH4_2008Ws","AgKffactCat","AgKffactWs","KffactCat","KffactWs","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","Na2OCat","Na2OWs","Al2O3Cat","Al2O3Ws","CaOCat","CaOWs","Fe2O3Cat","Fe2O3Ws","SiO2Cat","SiO2Ws","MgOCat","MgOWs","SCat","SWs","P2O5Cat","P2O5Ws","K2OCat","K2OWs","NCat","NWs","HydrlCondCat","HydrlCondWs","CompStrgthCat","CompStrgthWs","CBNFCat","CBNFWs","FertCat","FertWs","ManureCat","ManureWs","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2013","Phos_ManureCat","Phos_ManureWs","Phos_FertCat","Phos_FertWs","Phos_Crop_UptakeCat","Phos_Crop_UptakeWs","NsurpCat","NsurpWs","NANICat","NANIWs","Precip_Minus_EVTCat","Precip_Minus_EVTWs","RockNCat","RockNWs","SepticCat","SepticWs","WWTPMajorDensCat","WWTPMajorDensWs","WWTPMinorDensCat","WWTPMinorDensWs","WWTPAllDensCat","WWTPAllDensWs","WaterInputCat","WaterInputWs","CatAreaSqKm","WsAreaSqKm","Tile_density"
0.104,0.009,0.1327,290.8425,328.1038,1.02,7.53,8.82,2.47,0.32,0,2.04,0.19,0.35,0.11,0.08,47.98,18.07,11,0,0.35,1.95,1.02,0.2,0.03,0.01,7.46,0.02,0.13,0.1,0.11,4.62,50.5,6.49,26.99,0.28,10.19,6.2,1.38,0.28,0,2.75,0.55,0,0.55,0,21.35,10.74,45.73,0,0.19,5.65,2.62,0.45,0.07,0.01,5.13,0.01,0.2,0.05,0.1,4.29,51.01,5.44,24.79,0,0,0,0,4.85,0.55,4.88,0.55,4.89,0.56,4.81,0.53,5.14,0.59,5.21,0.62,5.19,0.61,4.82,0.54,3.53,1.41,3.72,1.58,3.47,1.39,3.53,1.44,3.4,1.35,3.4,1.36,3.53,1.51,3.66,1.54,46.2598,77.0637,5.0053,6.7326,29.0003,12.7759,152.4,152.4,6.0793,14.2301,81.8513,49.8224,0,0,0,0.0022,10724.9207,5273.5403,0,0,0,0,0,7e-04,0,0,0.0077,0,7e-04,0,0,0,0,0,70.95,0,0,29.05,0,63.87,0,0,21.72,0,14.34,0.07,0,3.3366,1.1829,1.9496,1.387,0.009,4e-04,0.0069,2e-04,72.135,72.8129,59.2453556584185,33.8777636638795,24.6606,28.3179,391.6044,366.8853,5.9918,5.6985,3.9325,3.6432,3.3281,3.0403,0.108,0.1266,0.1696,0.1878,564.142328534158,9.55522463924152,3.67112057436794,-22.3462340250672,593.91968042489,9.63225409124396,3.65351792545781,-22.3633197595904,0,0,0,0.0014,6256.5761,4201.1376,1.3527,1.0145,10.2361,14.551,0.8529,1.763,16.5229,13.2543,52.8427,51.0715,0.822,1.368,0.034,0.3469,0.1259,0.4222,1.964,2.5886,0.3248,0.4192,185.8287,52.9794,1.2206,0.7357,11.0331,9.5256,26.6092,24.4801,0,1.0076,12.4615109645,12.4743702293,12.4426717818,12.4426717818,20.9924781133,20.5348202454,21.0353834505,20.9924781133,1.67024418643728,12.3739,77.4036,488.9228,542.8638,600.4293,564.7584,1706.19088270647,1118068.95429137,245.410999902298,584261.305971251,3.2601,4.9051,93.2781,57.6131,0.463,0.7718342,0,0,0,0,0,0,0.00010500831014387,0.00810530512973764,3.3462,1380.2427,5300.70133494143
0.099,0,0.0769,318.018,422.0579,0.61,2.36,0.64,0.13,0.02,0.02,2.1,0,0.2,0,1.07,1.83,87.32,0.49,3.22,1.87,3.24,1.41,0.86,0.25,0.15,0.68,0,0.06,0,4.38,3.87,78.82,0.13,4.29,4.38,0.5,0.88,0.38,0,0,13.27,0,1.5,0,9.64,5.76,34.92,4.01,24.78,0.38,3.13,1.31,0.6,0.14,0.09,2.37,0.01,0.17,0,9.08,6.35,62.6,0.73,13.06,1.68,0.42,0.11,0.04,0.44,1.3,0.44,1.33,0.45,1.36,0.43,1.22,0.45,1.38,0.49,1.48,0.46,1.41,0.44,1.27,0.53,1.06,0.53,1.18,0.47,1.05,0.53,1.07,0.47,1.01,0.47,1.03,0.53,1.09,0.53,1.1,93.6791,118.5428,1.8562,1.5804,4.3778,4.3233,152.4,152.4,25.5531,25.2019,26.9853,27.7121,0,0,0,0.0062,4397.9967,614.4708,0,6e-04,0,0.0012,0,0.0056,0,0,0.0046,0,6e-04,0,0,0,59.66,0,40.34,0,0,0,0,0,80.32,0,16.91,2.77,0,0,0,1.1698,1.5764,1.06,1.6081,0.0028,1e-04,0.0113,0.0015,112,111.9459,120.358981178626,105.121058882219,42.7671,36.2099,485.8509,476.3775,6.6696,6.5719,5.0798,4.9788,4.6099,4.5084,0.2163,0.2155,0.2483,0.2668,712.625244452872,12.8848513658599,7.16703642075166,-15.9994119630135,691.116233276682,12.5284327322149,6.90028398496563,-15.9760730173827,0,0,0,0.0031,876.4013,315.2304,1.5447,1.4362,11.6693,11.3656,1.1849,4.5828,13.8268,9.1005,54.8101,56.2984,1.0435,1.2122,0.056,0.1062,0.1612,0.1772,2.1999,2.1636,0.2613,0.1698,97.1763,31.6357,0.9618,17.4206,44.7195,39.5085,63.1335,47.0362,5.2611,4.3936,12.0956286818,12.1131276104,12.0812022728,12.0771579028,22.6158492988,21.0445218072,22.6682976748,21.9878022362,2.45549038281,460.5266,296.9209,1929.7839,1418.5994,1991.9543,1703.3456,31.8535107883217,-229667.513766175,-8170.87795056178,-1484023.19792761,6,6.3994,217.7335,209.5496,1.127,1.1120497,0,6e-04,0,0.0025,0,0.0031,2.37796557614381e-06,0.0144468417790772,10.5606,1619.9604,507290.453233119
0.03,0,0,302.2039,419.6396,0,3.35,0.99,0.22,0,0.29,14.81,0,0,0,2.11,29.27,24.35,5.87,18.74,1.65,2.92,0.83,0.28,0.06,0.13,1.07,0,0.03,0,15.88,11.15,59.9,0.16,5.93,0,3.04,0.9,0.33,0,0.66,34.15,0,0,0,0.74,9.77,11.49,14.29,24.63,0.25,2.79,0.7,0.18,0.02,0.06,3.07,0,0.08,0.01,14.68,19.34,48.9,0.62,9.29,4.6,0.63,0.61,0.04,0.57,0.59,0.57,0.59,0.57,0.6,0.57,0.56,0.6,0.6,0.6,0.67,0.6,0.63,0.57,0.58,0.63,0.46,0.63,0.51,0.63,0.45,0.63,0.46,0.63,0.44,0.63,0.45,0.63,0.47,0.63,0.48,116.2915,140.4849,1.8202,1.514,3.2553,3.5201,152.4,152.4,25.5769,27.4001,22.9303,25.7767,0,0,0,0.0017,289.9361,88.0163,0,0,0,0,0,0.0025,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,100,0,0,95.45,0,3.41,0,0,1.13,0,1.0871,1.2819,0.9171,1.2687,0.0319,7e-04,0.0172,0.0036,49,48.9231,53.2342634497287,70.8395878969842,34.2592,31.4366,443.006,448.8257,6.4014,6.3881,4.5767,4.6736,4.04,4.169,0.1467,0.1805,0.2712,0.276,615.292944241941,12.2997386017874,6.43569330357485,-17.0598470205235,623.81980099537,12.3492313282521,6.44796674513625,-17.0374268643303,0,0,0,0.0025,776.6147,170.8552,1.4677,1.1642,11.5089,12.1809,0.8644,0.8445,11.2928,19.8211,60.4131,44.242,0.9644,1.0031,0.0352,0.0428,0.1377,0.1514,2.2698,2.1822,0.2124,0.3638,123.0001,17.2381,0.978,2.8418,25.1657,23.9868,30.0894,46.435,1.6412,1.9289,12.1502085604,12.1566276618,12.1473193356,12.1559766674,22.6310840159,20.8285875899,22.8483224272,22.1238619658,2.11077962586,111.4213,110.8128,1021.7254,1237.2818,1076.5357,1080.8207,1515.77693489484,1870042.73116906,-1.59478190342972,1210317.53508495,1.8947,1.6777,249.0055,243.4878,0.972,0.7710109,0,0,0,0.0042,0,0.0042,0.000266519610105456,0.13820381425379,2.8197,1191.2085,105652.208696095
0.128,0,0.035,279.9647,334.5185,1.85,2,2.62,1.36,0.19,0.02,0.49,0,0,0,0,0,88.62,2.5,0.35,2.54,2.53,1.32,0.4,0.05,0.16,4.33,0.07,0.11,0.06,1.3,6.21,70.11,0.83,9.98,1.01,1.42,1.98,0.34,0.07,0,0.15,0,0,0,0,0,81.33,13.17,0.52,0.2,2.67,1.39,0.36,0.03,0.14,0.86,0.03,0.08,0.02,0.47,3.48,71.83,2.84,15.64,0.01,1.23,0,0.02,1.85,0.83,1.86,0.83,1.86,0.84,1.23,0.79,1.88,0.86,2.12,0.9,1.89,0.88,1.81,0.82,1.15,0.86,1.17,0.9,1.15,0.86,1.15,0.87,1.1,0.83,1.13,0.85,1.15,0.88,1.15,0.89,63.9652,115.2217,1.6562,1.951,3.2853,11.1734,152.4,152.4,28.5781,20.0815,15.2766,40.2782,0.0645,3975.3258,3975.3258,0.0053,7466.5383,2607.8942,0,0,0,0,0,0,0,0,0,0,8e-04,0,0,0,0,0,0,64.13,0,35.87,0,0,38.87,0,27.97,30.73,0,2.43,0,1.1587,1.4003,1.18,1.3966,0.0058,0,0.0105,0.001,60.8177,64.2405,152.384507261283,117.588353750106,45.7204,49.6837,490.3564,488.1796,7.334,7.3442,4.9938,4.9567,4.3061,4.2555,0.2495,0.1961,0.293,0.2522,613.337960761109,11.3282802887226,5.66248598235874,-19.5012298457478,624.403555341779,11.1255394945677,5.57065029734352,-19.6506761377798,0.0645,3975.3258,3975.3258,0.0038,3555.4944,1894.919,1.1359,1.3564,11.7875,11.6819,6.4695,3.6971,6.9435,11.1434,57.604,55.1135,2.3653,1.665,0.4224,0.23,0.2057,0.1842,2.2153,2.1844,0.7611,0.5065,42.9458,71.8278,0.6265,0.8145,22.9981,21.5986,42.589,38.8705,1.7036,1.5908,10.5744605985,10.5939366763,10.5740262319,10.5744605985,22.0566516066,20.6757893985,22.20404489,21.7746713899,1.11820235368,136.0271,106.8878,1225.6865,1076.3592,1489.3784,1369.6117,-837.175869543062,63253.3840312976,-7337.8224707418,-545282.534093566,0.4628,4.5517,95.5691,45.0601,1.202,1.2794026,0,0,0,8e-04,0,8e-04,0.00389232096744431,0.336488444403068,15.5142,1314.8352,49978.2119875338
0.085,0,0.015,303.44,387.2695,3.09,2.88,2.17,0.39,0.14,0.04,4.07,0,1.4,0,1.93,7.37,49.49,10.28,16.77,4.76,2.93,0.84,0.34,0.08,0.12,2.28,0.01,0.18,0.02,8.12,8.68,62.93,0.26,8.46,12.57,3.83,12.57,3.28,1.64,0.55,3.28,0,0,0,9.29,0,3.28,10.38,39.34,0.75,2.71,0.75,0.24,0.04,0.07,4.38,0,0.57,0.02,10.9,15.31,47.32,0.94,15.99,2.42,0.94,0.25,0.06,1.27,0.65,1.27,0.66,1.27,0.67,1.27,0.62,1.27,0.68,1.3,0.73,1.27,0.7,1.27,0.63,8.21,0.53,8.21,0.59,8.21,0.52,8.21,0.54,8.21,0.5,8.21,0.51,8.21,0.55,8.21,0.56,126.5303,132.0656,2.5687,1.5729,3.8797,4.1228,151.0609,152.3427,25.5322,26.3851,16.1397,27.1259,0.3897,59032442.4179,14277390.3893,0.0054,68307.6982,22922.0495,0,1e-04,0,1e-04,0,0.0021,0,0,0.0023,0,9e-04,0,0,0,0,0,57.38,0,0,42.62,0,0,82.28,0,15.22,0,0,2.51,0,1.9766,1.3462,1.719,1.2756,0.0117,0.0012,0.0122,0.0026,58.0933,58.7237,99.0927634829884,75.6938754752591,39.39,35.9471,449.4249,451.5041,6.4747,6.5204,4.6369,4.6692,4.0961,4.1247,0.1523,0.187,0.2743,0.2672,650.269004370396,12.621960054893,6.78590853763592,-16.9465097924588,632.003857726014,12.1598183348664,6.34847492620098,-17.3479862207118,0.3897,59032442.4179,14277390.3893,0.0043,78613.2409,24065.1346,1.3541,1.3755,10.2518,12.1548,0.853,1.0516,16.4582,16.0791,52.9364,50.4599,0.8237,1.0594,0.0341,0.052,0.126,0.1606,1.9678,2.2331,0.3234,0.2973,185.0513,46.8217,1.2176,1.2304,21.4844,26.7609,34.2792,43.0411,1.1715,1.9246,12.0795525627,12.0884287633,12.0755571118,12.0767625114,22.3404808697,21.2143240183,22.5083080401,22.0861497403,2.15177360493,103.3429,144.2883,1287.2157,1251.2348,1296.5828,1325.5675,66.347761955898,8249087.98835483,-1461.65794420375,2171685.42377782,2.027,2.4427,264.8024,198.9984,1.1217938,0.9946795,0,1e-04,0,0.0032,0,0.0033,0.000286627337836072,2.22476804049059,2.5659,10546.9254,151257.174702678
0.013,0,0,352.8904,388.1581,0.13,1.88,0.51,0.16,0.02,0,0.51,0,0,0.04,0.18,25.64,59.57,0.02,11.35,15.51,3.29,1,0.31,0.04,0.16,10.58,0.1,0.26,0.08,3.51,11.34,46.67,0.51,6.64,0.97,0.49,0.65,0.16,0,0,0,0,0,0.32,0.16,20.58,13.45,0,63.21,4.18,3.97,1.43,0.33,0.02,0.1,13.5,0.04,0.45,0.07,3.99,15.36,27.67,1.4,27.51,4.49,3.8,0.16,0.11,0.36,0.69,0.36,0.7,0.37,0.71,0.34,0.65,0.4,0.73,0.42,0.77,0.41,0.75,0.35,0.67,0.39,0.89,0.39,0.96,0.39,0.87,0.39,0.9,0.39,0.82,0.39,0.85,0.39,0.92,0.39,0.93,125.4479,148.3503,2.1225,1.8511,17.1355,6.464,152.4,152.4,15.5122,21.6263,54.4076,36.1449,0,0,0,0.0097,54155.6961,35567.6777,0,0,0,0,0,0.001,0,0,0.0145,0,0.001,0,0,0,19.7,0,80.3,0,0,0,0,0,74.51,0,25.49,0,0,0,0,0.6089,1.58,0.6291,1.4169,0.006,0,0.0041,4e-04,60,63.4039,82.8557131703784,65.238268487831,49,56.4648,424.9495,428.7023,6.3935,6.5053,4.3232,4.3434,3.715,3.7085,0.1873,0.1496,0.2146,0.2466,645.643224139055,11.6863894152634,6.00134999514757,-18.258989833786,645.966200466377,11.2827098292535,5.69517068564272,-18.8936448513039,0,0,0,0.0088,53314.881,35147.2702,1.3441,1.6166,9.9112,12.2998,0.9562,1.2669,18.9209,11.9999,48.7274,56.9915,0.8059,1.1287,0.0406,0.0615,0.1301,0.1723,1.8499,2.3254,0.3745,0.2207,195.9055,61.7692,1.2873,0.845,32.4099,18.0336,52.3375,30.51,1.9169,2.2224,9.61056261721,9.62187962362,9.59568133419,9.58963188134,21.1273084179,20.0263016718,21.4706753268,20.6090484382,1.78758524077,269.4634,107.9876,1832.1384,1112.2467,2002.3325,1051.9342,-6311.68815995253,875547.996976331,-9029.03501275526,350612.55757132,3,3.3571,24.4138,28.5443,0.8449419,2.2806323,0,0,0,0.0019,0,0.0019,0.00406500893523625,0.425051095703097,4.9707,1026.9036,62411.3770621593
0.071,0,0.1027,328.3866,358.2693,0,11.03,16.62,9.13,3.77,0,0.4,0,0,0.03,3,3.24,40.94,11.43,0.42,0.89,3.07,1.33,0.65,0.1,0.04,0.59,0,0.04,0.01,0.81,1.03,87.96,1.73,1.76,0,13.09,7.75,6.1,1.02,0,0,0,0,0,6.99,1.27,4.7,57.18,1.91,0.35,2.48,1.15,0.51,0.05,0.01,0.53,0,0.05,0.03,2.07,2.53,72.8,11.18,6.25,0.45,0.26,0,0,15.47,0.98,15.51,0.98,15.56,0.99,15.13,0.95,15.62,1.02,15.83,1.13,15.69,1.04,15.3,0.96,8.12,0.78,8.46,0.91,8.07,0.78,8.12,0.79,7.45,0.75,7.67,0.77,8.12,0.8,8.18,0.82,93.4324,108.5029,2.255,2.7831,2.478,4.0012,152.4,152.4,34.4947,25.9848,16.3424,28.2716,0,0,0,0.0013,4842.1268,3873.7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79,0,18.6,46.61,0,0,0,0,96.16,0,3.52,0.32,0,0,0,6.6014,1.6556,7.5379,1.5929,0.0231,3e-04,0.0083,6e-04,143,145.9226,72.5132333411255,144.388390950681,54.9785,47.5302,505.3847,494.5583,7.4792,7.4399,5.096,4.9435,4.3962,4.2112,0.1244,0.2233,0.2755,0.2582,808.947758017316,13.0673036775065,7.53713247241558,-15.3988740838442,826.792976141516,12.9026864087618,7.42107474106946,-15.2223301694655,0,0,0,0.0013,4842.1268,3873.7015,1.3758,1.7217,12.5673,13.2371,4.9299,1.4137,7.515,9.2586,58.0769,60.2354,2.06,1.2615,0.3151,0.0715,0.2105,0.1891,2.3492,2.5118,0.56,0.1627,10.6561,8.8869,0.5871,0.67,21.5931,43.1101,32.8215,65.8841,1.2956,2.5513,10.9339333235,10.9516287348,10.9380727165,10.9204090296,22.3878234875,21.0646083707,22.4740740619,21.8039400151,2.9294916872,152.1468,293.3191,819.9701,1662.1138,1143.4638,2281.9554,3551.05510771126,-758242.530812902,13.7772190870523,-1401234.90224193,15.2736,17.9987,251.7517,251.6335,1.348,1.4858395,0,0,0.1924,0.0026,0.1924,0.0026,2.16316831668942e-05,0.013983810498193,5.1975,764.2179,664744.91136885
0.016,0.7752,0.0169,318.7115,389.2133,0,0.83,0.63,0.23,0,0,0.32,0,0,0,0.78,1.61,77.81,1.98,15.82,9.56,2.58,1.2,0.71,0.13,0.08,4.98,0.03,0.09,0.03,0.83,8.58,63.01,0.63,7.55,0,1.01,0.38,0.51,0,0,1.01,0,0,0,0.89,2.53,48.54,6.97,38.15,1.83,2.4,1.4,0.82,0.11,0.08,7.1,0.03,0.16,0.02,1.26,10.59,49.27,2.16,22.76,0,2.34,0,0.05,0.39,1.02,0.39,1.05,0.39,1.06,0.37,0.96,0.39,1.08,0.39,1.16,0.39,1.13,0.38,1,0.47,1.16,0.47,1.26,0.47,1.12,0.47,1.18,0.47,1.05,0.47,1.09,0.47,1.21,0.47,1.24,61.95,139.1582,1.39,1.5837,21.45,5.5387,152.4,152.4,11.24,23.2062,64.85,32.0303,0,0,0,0.0064,141795.2784,131611.221,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,7.9,0,92.1,0,0,0,0,0,79.9,0,17.37,1.53,0,0,1.2,0.9704,1.4889,1.0947,1.36,0.0096,2e-04,0.0081,0.001,91,91.8873,105.480587536893,74.6810985828801,44,51.7672,436.7377,417.1543,6.4778,6.3044,4.4563,4.2326,3.8623,3.6241,0.1928,0.2059,0.23,0.2764,675.215173442435,12.2428917921906,6.47487669718633,-17.2909267369796,657.678848779623,11.4922958883591,5.93118276485242,-18.2855564039026,0,0,0,0.0046,141456.166,131478.7107,1.2548,1.6603,9.1278,12.6319,0.8543,1.4703,21.1907,10.9224,46.0172,58.1278,0.7001,1.221,0.0338,0.0722,0.1163,0.1782,1.6939,2.3879,0.425,0.2104,239.8955,42.7397,1.4323,2.943,30.1809,20.4576,57.8467,32.7651,9.2219,3.2091,10.5737321581,10.62497851,10.5821768099,10.5815400807,21.7540224168,20.5534724124,22.2345477641,21.7466444285,1.94913781894,614.8147,191.0663,1599.2761,815.6824,1895.6296,1176.7284,3208.04705470922,1711894.8637951,1432.65574678727,842625.896940497,4.0758,4.3638,248.1734,82.8731,1.006,2.2907856,0,0,0,0.0035,0,0.0035,0.00274698059663514,1.0380979873009,3.1347,1731.3921,177831.350538383
0.359,0,0.0588,374.2332,378.3601,0.07,7.01,4.21,0.83,0.08,0,3.41,0.11,0.81,0,9.67,9.46,56.63,4.32,3.39,2.21,2.96,1.77,0.62,0.12,0.04,2.31,0.01,0.14,0,2.31,3.63,81.06,0.21,2.59,0,5.3,3.08,0.55,0,0,9.25,0,3.64,0,11.78,13.12,24.82,18.1,10.36,0.97,2.09,1.53,0.38,0.06,0.03,2.92,0,0.33,0.02,3.88,6.91,71.98,0.83,8.06,0.92,0.44,0,0,1.88,1.21,2.08,1.23,2.3,1.25,1.74,1.17,2.33,1.26,2.46,1.31,2.42,1.27,1.83,1.19,1.46,0.9,1.62,0.96,1.28,0.88,1.62,0.91,1.2,0.86,1.23,0.87,1.62,0.92,1.62,0.93,106.1609,91.6649,1.8599,8.1107,11.2503,6.0078,152.4,152.4,19.5568,25.1342,39.2374,29.2324,0,0,0,0.0052,44101.6155,24614.8552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72,0,84.28,0,0,0,0,0,71.41,0,13.54,15.05,0,0,0,2.3901,1.6954,3.0287,1.5101,0.0138,1e-04,0.0101,7e-04,269,267.6201,111.243888912433,155.470654939498,51.0618,51.2592,526.9379,510.8555,8.2802,7.9783,5.1352,5.0212,4.2139,4.1547,0.1782,0.1854,0.2903,0.2288,852.638156223324,12.5508836818119,7.23397221296985,-15.3000001906926,854.864292634242,12.5047051093159,7.20196157939472,-15.2506988172755,0,0,0,0.0052,44101.6155,24614.8552,0.4913,1.5393,6.7957,12.5295,11.229,2.829,3.4165,9.526,47.6269,57.9807,6.8415,1.6057,0.0421,0.1519,0.0978,0.1886,2.5164,2.3833,0.1055,0.3204,0.0707,28.4405,103.7276,2.719,32.3196,39.058,48.803,58.2085,1.829,2.3908,12.0851614477,12.0951448526,12.0842758416,12.0622410152,21.5150095344,19.8616946701,21.8040665625,21.387330885,3.20936809297,183.2625,241.595,1035.8858,1521.0725,1496.7422,2021.8364,9212.9767168204,21223.4104653383,5044.88729608102,-284606.609947436,21.783,20.6239,241.4174,250.1899,2.043418,2.1389981,0,0,0,0.0078,0,0.0078,0.000366785503695061,0.0230988697845268,6.5367,382.4487,665574.936212455
0.013,0,0.0851,291.2745,318.2702,0.21,7.64,5.34,1.72,0.13,0,28.71,11.85,2.31,0.48,1.16,17.81,4.14,12.14,6.37,1.65,3.61,2.11,0.61,0.06,0.04,11.49,1.58,0.46,0.47,0.97,18.56,33.13,5.53,19.75,0.58,0.43,0.37,0.11,0,0,29.56,0.48,1.22,0.11,0,2.55,0,49.12,15.47,1.26,2.29,1.19,0.33,0.03,0,8.32,0.13,0.27,0.07,0.32,17.12,26.05,9.76,32.86,0.16,0.04,0,0,2.99,1.2,3.06,1.23,3.17,1.26,2.76,1.06,3.23,1.29,3.45,1.37,3.36,1.32,2.81,1.09,0.22,0.72,0.22,0.79,0.22,0.71,0.22,0.73,0.22,0.67,0.22,0.68,0.22,0.75,0.22,0.77,113.4651,83.374,12.6223,8.1741,28.2104,15.4756,152.4,152.4,4.9357,9.1805,85.2487,65.3409,0,0,0,0.0207,27920.7028,16711.5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,53.29,0,46.71,0,0,0,0,2.7818,1.5763,2.4309,1.3336,0.0066,1e-04,0.0112,7e-04,179,178.9799,101.989546057673,99.3474803474729,55.3403,55.5383,454.9213,466.3255,7.0338,7.2273,4.5551,4.6619,3.8291,3.9104,0.0331,0.1359,0.13,0.2139,772.876984673119,12.3431081579103,6.54889626967213,-17.0010468141418,751.26508156494,12.1644350959998,6.23792380596668,-17.6493034610348,0,0,0,0.017,23268.8014,14053.2965,1.244,1.6003,9.0338,11.4506,0.842,1.1946,21.4631,14.3874,45.692,54.2242,0.6874,0.986,0.0329,0.0509,0.1147,0.1533,1.6752,2.2029,0.431,0.2733,245.1742,113.6405,1.4497,8.8215,4.0687,13.3937,13.2234,28.3493,1.7801,6.6942,9.77268023319,9.78039479518,9.77544093635,9.73384606146,21.0709983481,19.7520159075,21.3653156054,21.0232133915,0.865737684163,81.5053,272.4356,178.0679,273.1286,272.0605,759.5395,16330.807595817,1253264.33672924,12156.1651168717,992061.517883698,12.5001,12.5381,13.2913,18.8295,7.633,5.4725126,0,0,0,0,0,0,0.00645869108628099,0.441344304224712,9.1134,530.8425,38885.4924702821
